ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue
756,Hoplia sp.,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,,,,1/8/2096,2/12/2099,,
757,Melolontha melolontha  ,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,,,,1/8/2096,2/12/2099,,
758,Melolontha melolontha  ,DNA virus,Parvoviridae,DNV,,,,,,1/8/2096,2/12/2099,,
759,Melolontha melolontha  ,DNA virus,Iridoviridae,IV,,,Lab,,,1/8/2096,2/12/2099,,
1638,Oryctes boas,DNA virus,Baculoviridae,Oryctes Nonoccluded virus,LarvaAdult,"Fat body, midgut epithelium",,,,1/8/2096,2/12/2099,,
1639,Oryctes monoceros,DNA virus,Baculoviridae,Oryctes Nonoccluded virus,LarvaAdult,"Fat body, midgut epithelium",,,,1/8/2096,2/12/2099,,
1640,Oryctes nasicornis,DNA virus,Baculoviridae,Oryctes Nonoccluded virus,LarvaAdult,"Fat body, midgut epithelium",,,,1/8/2096,2/12/2099,,
760,Othnonius batesi,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,,,,1/8/2096,2/12/2099,,
761,Papuana uninodis,DNA virus,Baculoviridae,Oryctes Baculovirus,,,Lab,,,1/8/2096,2/12/2099,,
762,Pericoptus truncatus,RNA virus,Nodaviridae,Nonoccluded virus,,,Lab,,,1/8/2096,2/12/2099,,
1369,Phyllopertha horticola,DNA virus,Poxviridae,EPV Subgroup A ,Larva,Fat body,,,,1/8/2096,2/12/2099,,
763,Phyllophaga anxia,DNA virus,Iridoviridae,Phyllophaga anxia IV,,,Field,Canada,,1/8/2096,2/12/2099,QC,Unknown
764,Phyllophaga pleei,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,,,,1/8/2096,2/12/2099,,
765,Proagopertha lucidula,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,Field,China,,1/8/2096,2/12/2099,,
766,Popillia japonica,DNA virus,Iridoviridae,IV,,,,,,1/8/2096,2/12/2099,,
767,Rhopaea verreauxi,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,,,,1/8/2096,2/3/2000,,
768,Scapanes australis grossepunctatus,DNA virus,Baculoviridae,Baculovirus group C,,,,,,1/8/2096,2/12/2099,,
769,Sericesthis nigrolineata,DNA virus,Poxviridae,EPV Subgroup A ,,Fat body,,,,1/8/2096,2/12/2099,,
770,Strategus aloeus,DNA virus,Baculoviridae,Baculovirus group C,,,,,,1/8/2096,2/12/2099,,
771,Aedes albopictus,RNA virus,Nodaviridae,Nodmura virus,,,Field,Japan,,1/8/2096,2/12/2099,,
772,Culex pipiens pallens,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
773,Matsumuraeses phaseoli,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
774,Plutella xylostella,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
775,Carposina niponensis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
776,Cnidocampa flavescens,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
777,Parasa consocia,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
778,Parasa sinica,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
779,Cadra cautella,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
780,Cadra cautella,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
781,Chilo suppressalis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
782,Cnaphalocrocis medinalis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
783,Galleria mellonella,DNA virus,Poxviridae,EPV,,,Field,Japan,,1/8/2096,2/12/2099,,
1370,Galleria mellonella,DNA virus,Parvoviridae,Galleria mellonella DNV ,Larva,All except midgut,Field,"Japan, France",,1/8/2096,2/12/2099,,
784,Diaphania pyloalis,DNA virus,Parvoviridae,DNV,,,Field,Japan,,1/8/2096,2/12/2099,,
785,Diaphania pyloalis,RNA virus,Picornaviridae,Infectious flacherie virus ,,,Field,Japan,,1/8/2096,2/12/2099,,
786,Sybrida approximans,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
787,Parnara guttata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
788,Papilio xuthus,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
789,Colias erate poliographus,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
790,Aglais urticae connexa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
791,Aglais urticae connexa,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
792,Aglais urticae,DNA virus,Parvoviridae,Aglais urticae DNV,,,Field,"Japan, United Kingdom",,1/8/2096,2/12/2099,,
793,Erannis defoliaria gigantea,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
1371,Operophtera brumata,DNA virus,Poxviridae,EPV (Subgroup B),Larva,Fat body,Field,Japan,,1/8/2096,2/12/2099,,
794,Protoboarmia simpliciaria,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
795,Dendrolimus spectabilis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
796,Dendrolimus superans,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
797,Gastropacha orientalis,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
798,Gastropacha orientalis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
799,Gastropacha orientalis,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
1372,Bombyx mori,DNA virus,Parvoviridae,Bombyx mori DNV-1,Larva,,Field,"Japan, China",,1/8/2096,2/12/2099,,
800,Bombyx mori,RNA virus,Picornaviridae,Infectious flacherie virus ,,,Field,Japan,,1/8/2096,2/12/2099,,
801,Bombyx mandarina,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
802,Bombyx mandarina,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
803,Actias artemis aliena,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
804,Antheraea yamamai yamamai,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
805,Antheraea yamamai yamamai,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
806,Theretra oldenlandiae,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
807,Phalera flavescens,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
808,Phalera assimilis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
809,Euproctis subflava,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
810,Leucoma candida,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
811,Leucoma candida,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
812,Lymantria dispar,DNA virus,Poxviridae,EPV,,,Field,Japan,,1/8/2096,2/12/2099,,
1373,Lymantria dispar,DNA virus,Parvoviridae,Lymantria dispar DNV,Larva,,Field,"Japan, France",,1/8/2096,2/12/2099,,
813,Lymantria fumida ,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
814,Lymantria fumida ,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
815,Orgyia postia,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
816,Orgyia thyellina,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
817,Orgyia thyellina,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
818,Amsacta lactinea,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,
819,Amsacta lactinea,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
820,Hyphantria cunea,DNA virus,Baculoviridae,GV,,,Field,"Japan, USA",,1/8/2096,2/12/2099,,
821,Spilarctia seriatopunctata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
822,Agrotis exclamationis informis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
823,Agrotis exclamationis informis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
1374,Agrotis segetum,DNA virus,Baculoviridae,GV,Larva,"Hypodermis, fat body, epithelium of tracheal matrix, epithelium of midgut, muscle and nerve tissue, hemolymph, malpighian tubules, cells of salivary and sex glands",Field,"Japan, China, Uzbekistan",,1/8/2096,2/12/2099,,
824,Agrotis tokionis,DNA virus,Baculoviridae,GV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,
825,Helicoverpa armigera,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
826,Helicoverpa armigera,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
827,Mamestra brassicae,DNA virus,Parvoviridae,DNV,,,Field,Japan,,1/8/2096,2/12/2099,,
828,Mythimna separata,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China, New Zealand",,1/8/2096,2/12/2099,,
829,Mythimna separata,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
830,Mythimna separata,DNA virus,Poxviridae,EPV,,,Field,Japan,,1/8/2096,2/12/2099,,
831,Sesamia inferens ,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
832,Spodoptera exigua,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
833,Spodoptera litura,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
834,Trichoplusia ni,DNA virus,Baculoviridae,GV,,,Field,"Japan, USA",,1/8/2096,2/12/2099,,
835,Xestia c-nigrum,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
836,Xestia dilatata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
837,Xylena fumosa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
838,Trichosea champa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
839,Drosophila melanogaster,RNA virus,Rhabdoviridae,Drosophila  sigma virus,,,Field,Japan,,1/8/2096,2/12/2099,,
840,Drosophila melanogaster,RNA virus,Picornaviridae,Drosophila  C virus,,,Field,Japan,,1/8/2096,2/12/2099,,
841,Drosophila melanogaster,,,Retrovirus  (RTV),,,Field,Japan,,1/8/2096,2/12/2099,,
842,Adoxophyes sp.,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
843,Adoxophyes sp.,DNA virus,Poxviridae,EPV Subgroup B,,,Field,Japan,,1/8/2096,2/12/2099,,
844,Adoxophyes sp.,RNA virus,Reoviridae,CPV,,,Field,Japan,,1/8/2096,2/12/2099,,
845,Hoshinoa longicellana,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
846,Bambalina sp.,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
847,Eumeta japonica,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
848,Eumeta minuscula,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
849,Tinea translucens,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
850,Tinea translucens,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
851,Tinea translucens,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
852,Caloptilia theivora,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
853,Yponomeuta malinellus,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
854,Yponomeuta malinellus,RNA virus,Reoviridae,CPV ,,,Field,"Japan, China",,1/8/2096,2/12/2099,,
855,Hellula undalis,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
856,Pelopidas mathias oberthueri,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
857,Luehdorfia japonica,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
858,Artogeia napi,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
859,Artogeia rapae crucivora,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
860,Artogeia rapae crucivora,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
861,Artogeia rapae crucivora,DNA virus,Parvoviridae,DNV ,,,Field,Japan,,1/8/2096,2/12/2099,,
862,Pontia daplidice,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
863,Vanessa cardui,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
864,Vanessa cardui,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
865,Vanessa cardui,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
866,Ectropis obliqua,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,
867,Milionia basalis pryeri,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
868,Phthonosema tendinosaria,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
869,Protoboarmia simpliciaria,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
870,Kunugia undans flaveola,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
871,Kunugia undans flaveola,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
872,Kunugia yamadai,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
873,Kunugia yamadai,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
874,Caligula japonica japonica,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
875,Caligula japonica japonica,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
876,Caligula japonica japonica,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
877,Ampelophaga rubiginosa,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,
878,Clanis bilineata tsingtauica,DNA virus,Baculoviridae,NPV,,,Field,"Japan, China",,1/8/2096,2/12/2099,,
879,Hyles gallii,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
880,Clostera anachoreta,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
881,Clostera anachoreta,DNA virus,Iridoviridae,IV,,,Field,Japan,,1/8/2096,2/12/2099,,
882,Clostera inclusa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
883,Clostera inclusa,DNA virus,Baculoviridae,GV,,,Field,Japan,,1/8/2096,2/12/2099,,
884,Clostera inclusa,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
885,Calliteara argentata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
886,Cifuna locuples confusa,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
887,Thanatarctia imparilis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
888,Thanatarctia imparilis,RNA virus,Reoviridae,CPV ,,,Field,Japan,,1/8/2096,2/12/2099,,
889,Thanatarctia inaequalis,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
890,Mythimna loreyi,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
891,Acanthoplusia agnata,DNA virus,Baculoviridae,NPV,,,Field,Japan,,1/8/2096,2/12/2099,,
892,Periplaneta fuliginosa,DNA virus,Parvoviridae,Periplaneta fuliginosa DNV,,,Field,Japan,,1/8/2096,2/12/2099,,
893,Nilaparvata lugens,RNA virus,Reoviridae,Retrovirus (RTV),,,Field,Japan,,1/8/2096,2/12/2099,,
1641,Oryctes rhinoceros,DNA virus,Baculoviridae,Oryctes nonoccluded virus,LarvaAdult,"Fat body, midgut epithelium",Field,Japan,,1/8/2096,2/12/2099,,
894,Acidalia caritccaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
895,Actias artemis ,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
896,Actias selene ningpoana,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
897,Alphaea phasma,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
898,Amata germana,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
899,Anisolemnia dilatata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
900,Apocheima cinerarius,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
901,Arctornis alba,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
902,Argyrogramma agnata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
903,Pyrosis undulosa,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
904,Buzura suppressaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
905,Buzura thibetaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
906,Cifuna locuples,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
907,Cifuna sp. ,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
908,Eumeta minuscula,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
909,Eumeta variegata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
910,Creatonotus transiens,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
911,Culcula panterinaria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
912,Kunugia undans,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
913,Cyclophragma undans fasciatella,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
914,Calliteara axutha,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
915,Dasychira baibarana,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
916,Dasychira glaucinoptera,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
917,Calliteara pudibunda,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
918,Deileptenia ribeata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
919,Dendrolimus kikuchii,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
920,Dendrolimus latipennis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
921,Dendrolimus punctatus,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
922,Dendrolimus punctatus tehchangensis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
923,Diprion liuwanenis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
924,Erannis ankeraria,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
925,Eriogyna pyretorum,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
926,Euproctis bipunctapex,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
927,Euproctis kargalika,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
928,Euproctis varians,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
929,Euproctis vitellina,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
930,Gastropacha quercifolia,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
931,Gynaephora ruoergensis,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
932,Hyphorma minax,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
933,Iragoides fasciata,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
934,Leucoma ochropoda,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
935,Jankowskia athleta,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
936,Lebeda nobilis,DNA virus,Baculoviridae,NPV,,,,China,,1/8/2096,2/12/2099,,
937,Lymantria mathura ,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
938,Lymantria viola ,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
939,Lymantria xylina ,DNA virus,Baculoviridae,NPV,,,Field,China,,1/8/2096,2/12/2099,,
940,Mahasena oolona,DNA virus,Baculoviridae,NPV,,,,China,,1/8/2096,2/12/2099,,
941,Mesoneura rufonota,DNA virus,Baculoviridae,NPV,,,,China,,1/8/2096,2/12/2099,,
942,Calliteara axutha,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
943,Dendrolimus punctatus wenshanensis,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
944,Dendrolimus tehchangensis,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
945,Dendrolimus tabulaeformis,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
946,Micromelalopha troglodyta,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
947,Pleonomus canaliculatus,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
948,Setora suberecta,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
949,Stilpnotia candida,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
950,Thosea postornata,RNA virus,Reoviridae,CPV,,,Field,China,,1/8/2096,2/12/2099,,
951,Apis mellifera,RNA virus,Picornaviridae,Picornavirus  ,,,Field,China,,1/8/2096,2/12/2099,,
952,Apis sinensis,RNA virus,Picornaviridae,Picornavirus ,,,Field,China,,1/8/2096,2/12/2099,,
953,Aeropus sibiricus,DNA virus,Poxviridae,EPV,,,,China,,1/8/2096,1/20/2000,,
954,Catopsilia pomona,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
955,Dendrolimus punctatus,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
956,Odontosia morosa,DNA virus,Parvoviridae,Odontosia morosa DNV,,,Field,China,,1/8/2096,2/12/2099,,
957,Artogeia rapae,DNA virus,Parvoviridae,Pieris rapae DNV,,,Field,China,,1/8/2096,2/12/2099,,
958,Trilocha varians,DNA virus,Parvoviridae,Ocinara varians DNV,,,Field,China,,1/8/2096,2/12/2099,,
959,Orgyia antiqua,DNA virus,Parvoviridae,Orgyia antiqua DNV,,,Field,China,,1/8/2096,2/12/2099,,
960,Orgyia postia,DNA virus,Parvoviridae,Orgyia postia DNV,,,Field,China,,1/8/2096,2/12/2099,,
961,Papilio xuthus,DNA virus,Parvoviridae,Papilio xuthus DNV,,,Field,China,,1/8/2096,2/12/2099,,
962,Parasa bicolor,DNA virus,Parvoviridae,Parasa bicolor DNV,,,Field,China,,1/8/2096,2/12/2099,,
963,Parasa consocia,DNA virus,Parvoviridae,Parasa consocia DNV,,,Field,China,,1/8/2096,2/12/2099,,
964,Parasa lepida,DNA virus,Parvoviridae,Parasa lepida DNV,,,Field,China,,1/8/2096,2/12/2099,,
965,Parasa sinica,DNA virus,Parvoviridae,Parasa sinica DNV,,,Field,China,,1/8/2096,2/12/2099,,
966,Parastichtis basilinea,DNA virus,Parvoviridae,Parastichtis basilinea DNV,,,Field,China,,1/8/2096,2/12/2099,,
967,Parnara guttata,DNA virus,Parvoviridae,Parnara guttata DNV,,,Field,China,,1/8/2096,2/12/2099,,
968,Pelopidas mathias ,DNA virus,Parvoviridae,Pelopidas mathias DNV,,,Field,China,,1/8/2096,2/12/2099,,
969,Perina nuda,DNA virus,Parvoviridae,Perina nuda DNV,,,Field,China,,1/8/2096,2/12/2099,,
970,Phalera assimilis,DNA virus,Parvoviridae,Phalera assimilis DNV,,,Field,China,,1/8/2096,2/12/2099,,
971,Phalera flavescens,DNA virus,Parvoviridae,Phalera flavescens DNV,,,Field,China,,1/8/2096,2/12/2099,,
972,Samia cynthia,DNA virus,Parvoviridae,Samia cynthia DNV,,,Field,China,,1/8/2096,2/12/2099,,
973,Samia cynthia ricini,DNA virus,Parvoviridae,Samia cynthia ricini DNV,,,Field,China,,1/8/2096,2/12/2099,,
974,Samia tendinosaria,DNA virus,Parvoviridae,Samia tendinosaria DNV,,,Field,China,,1/8/2096,2/12/2099,,
975,Pleonomus canaliculatus,DNA virus,Parvoviridae,Pleonomus canaliculatus,,,Field,China,,1/8/2096,2/12/2099,,
976,Plusia agnata,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
977,Plusia eriosoma,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
978,Trichoplusia ni,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
979,Plusia nigrisigna,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
980,Plusia nigrisigna,DNA virus,Parvoviridae,Plusia nigrisigna,,,Field,China,,1/8/2096,2/12/2099,,
981,Euproctis scintillans,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
982,Spodoptera litosia,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
983,Rodolia mehicana,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
984,Scopelodes contracta,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
985,Scopelodes venosa,DNA virus,Parvoviridae,DNV,,,Field,China,,1/8/2096,2/12/2099,,
